day,priceType,timestamp,hour,pnode,lmp,mcc,mlc
2026-01-03,ExPost,2026-01-03 00:50:00,0,CWLP.AZ,33.47,-0.93,-4.54
2026-01-03,ExPost,2026-01-03 00:55:00,0,CWLP.AZ,32.05,1.95,-0.58
2026-01-03,ExPost,2026-01-03 01:00:00,1,CWLP.AZ,33.35,-1.25,2.2
2026-01-03,ExPost,2026-01-03 01:05:00,1,CWLP.AZ,40.01,-1.92,-1.23
2026-01-03,ExPost,2026-01-03 01:10:00,1,CWLP.AZ,37.15,0.4,-1.15
2026-01-03,ExPost,2026-01-03 01:15:00,1,CWLP.AZ,31.02,-3.59,-5.21
2026-01-03,ExPost,2026-01-03 01:20:00,1,CWLP.AZ,32.3,-2.78,-2.4
2026-01-03,ExPost,2026-01-03 01:25:00,1,CWLP.AZ,34.36,-0.14,-1.97
2026-01-03,ExPost,2026-01-03 01:30:00,1,CWLP.AZ,41.19,-0.86,-1.1
2026-01-03,ExPost,2026-01-03 01:35:00,1,CWLP.AZ,38.76,-2.92,-0.63
2026-01-03,ExPost,2026-01-03 01:40:00,1,CWLP.AZ,37.45,-1.11,-1.93
2026-01-03,ExPost,2026-01-03 01:45:00,1,CWLP.AZ,31.02,-3.99,1.91
2026-01-03,ExPost,2026-01-03 01:50:00,1,CWLP.AZ,35.78,0.58,-0.64
2026-01-03,ExPost,2026-01-03 01:55:00,1,CWLP.AZ,36.65,2.13,-2.4
2026-01-03,ExPost,2026-01-03 02:00:00,2,CWLP.AZ,35.55,-1.51,-1.9
2026-01-03,ExPost,2026-01-03 02:05:00,2,CWLP.AZ,32.89,-2.78,-1.68
2026-01-03,ExPost,2026-01-03 02:10:00,2,CWLP.AZ,33.75,-0.62,-5.14
2026-01-03,ExPost,2026-01-03 02:15:00,2,CWLP.AZ,36.59,2.22,-4.56
2026-01-03,ExPost,2026-01-03 02:20:00,2,CWLP.AZ,34.43,-2.27,-0.15
2026-01-03,ExPost,2026-01-03 02:25:00,2,CWLP.AZ,34.47,1.9,-2.6
2026-01-03,ExPost,2026-01-03 02:30:00,2,CWLP.AZ,31.16,-1.62,-2.22
2026-01-03,ExPost,2026-01-03 02:35:00,2,CWLP.AZ,36.41,-1.78,3.12
2026-01-03,ExPost,2026-01-03 02:40:00,2,CWLP.AZ,35.14,-1.16,-5.76
2026-01-03,ExPost,2026-01-03 02:45:00,2,CWLP.AZ,36.97,-1.33,0.54
2026-01-03,ExPost,2026-01-03 02:50:00,2,CWLP.AZ,30.37,-2.65,-3.46
2026-01-03,ExPost,2026-01-03 02:55:00,2,CWLP.AZ,35.45,0.29,-1.53
2026-01-03,ExPost,2026-01-03 03:00:00,3,CWLP.AZ,32.26,-2.85,2.15
2026-01-03,ExPost,2026-01-03 03:05:00,3,CWLP.AZ,31.95,-5.49,1.0
2026-01-03,ExPost,2026-01-03 03:10:00,3,CWLP.AZ,41.12,2.57,1.34
2026-01-03,ExPost,2026-01-03 03:15:00,3,CWLP.AZ,32.8,2.36,2.82
2026-01-03,ExPost,2026-01-03 03:20:00,3,CWLP.AZ,38.24,-0.98,-0.88
2026-01-03,ExPost,2026-01-03 03:25:00,3,CWLP.AZ,38.56,-0.92,-3.61
2026-01-03,ExPost,2026-01-03 03:30:00,3,CWLP.AZ,34.74,-2.26,-0.72
2026-01-03,ExPost,2026-01-03 03:35:00,3,CWLP.AZ,39.04,-6.35,-0.51
2026-01-03,ExPost,2026-01-03 03:40:00,3,CWLP.AZ,35.77,-0.74,-0.59
2026-01-03,ExPost,2026-01-03 03:45:00,3,CWLP.AZ,31.16,0.33,-3.96
2026-01-03,ExPost,2026-01-03 03:50:00,3,CWLP.AZ,36.16,-4.78,-6.4
2026-01-03,ExPost,2026-01-03 03:55:00,3,CWLP.AZ,29.75,-4.41,-3.58
2026-01-03,ExPost,2026-01-03 04:00:00,4,CWLP.AZ,39.97,-2.24,3.65
2026-01-03,ExPost,2026-01-03 04:05:00,4,CWLP.AZ,39.41,-4.76,-2.29
2026-01-03,ExPost,2026-01-03 04:10:00,4,CWLP.AZ,40.12,-0.38,-0.03
2026-01-03,ExPost,2026-01-03 04:15:00,4,CWLP.AZ,36.96,-8.3,-5.81
2026-01-03,ExPost,2026-01-03 04:20:00,4,CWLP.AZ,35.73,-1.07,-4.91
2026-01-03,ExPost,2026-01-03 04:25:00,4,CWLP.AZ,32.46,-0.11,-0.34
2026-01-03,ExPost,2026-01-03 04:30:00,4,CWLP.AZ,39.29,-1.22,-0.62
2026-01-03,ExPost,2026-01-03 04:35:00,4,CWLP.AZ,37.89,-0.24,-4.59
2026-01-03,ExPost,2026-01-03 04:40:00,4,CWLP.AZ,37.54,-5.22,-2.41
2026-01-03,ExPost,2026-01-03 04:45:00,4,CWLP.AZ,38.01,0.35,-3.89
2026-01-03,ExPost,2026-01-03 04:50:00,4,CWLP.AZ,42.11,-3.75,2.18
2026-01-03,ExPost,2026-01-03 04:55:00,4,CWLP.AZ,39.61,-1.15,-1.99
2026-01-03,ExPost,2026-01-03 05:00:00,5,CWLP.AZ,36.15,-0.78,-2.52
2026-01-03,ExPost,2026-01-03 05:05:00,5,CWLP.AZ,38.43,1.48,1.33
2026-01-03,ExPost,2026-01-03 05:10:00,5,CWLP.AZ,35.4,-0.8,-1.3
2026-01-03,ExPost,2026-01-03 05:15:00,5,CWLP.AZ,35.39,-5.19,-3.74
2026-01-03,ExPost,2026-01-03 05:20:00,5,CWLP.AZ,34.64,-0.97,0.23
2026-01-03,ExPost,2026-01-03 05:25:00,5,CWLP.AZ,29.87,-3.84,-4.47
2026-01-03,ExPost,2026-01-03 05:30:00,5,CWLP.AZ,33.51,-1.17,-5.5
2026-01-03,ExPost,2026-01-03 05:35:00,5,CWLP.AZ,37.53,-1.28,2.33
2026-01-03,ExPost,2026-01-03 05:40:00,5,CWLP.AZ,35.74,-2.3,-3.19
2026-01-03,ExPost,2026-01-03 05:45:00,5,CWLP.AZ,33.01,1.65,-1.61
2026-01-03,ExPost,2026-01-03 05:50:00,5,CWLP.AZ,36.22,-0.35,-3.48
2026-01-03,ExPost,2026-01-03 05:55:00,5,CWLP.AZ,35.57,-4.12,0.92
2026-01-03,ExPost,2026-01-03 06:00:00,6,CWLP.AZ,34.88,-1.1,-1.79
2026-01-03,ExPost,2026-01-03 06:05:00,6,CWLP.AZ,36.91,-1.44,1.48
2026-01-03,ExPost,2026-01-03 06:10:00,6,CWLP.AZ,30.68,-0.48,0.61
2026-01-03,ExPost,2026-01-03 06:15:00,6,CWLP.AZ,29.06,-1.7,-4.45
2026-01-03,ExPost,2026-01-03 06:20:00,6,CWLP.AZ,32.09,-0.54,0.92
2026-01-03,ExPost,2026-01-03 06:25:00,6,CWLP.AZ,42.78,-1.43,-3.49
2026-01-03,ExPost,2026-01-03 06:30:00,6,CWLP.AZ,36.88,2.83,-0.33
2026-01-03,ExPost,2026-01-03 06:35:00,6,CWLP.AZ,39.11,0.92,-5.29
2026-01-03,ExPost,2026-01-03 06:40:00,6,CWLP.AZ,35.59,-4.5,-1.26
2026-01-03,ExPost,2026-01-03 06:45:00,6,CWLP.AZ,37.44,-3.82,1.46
2026-01-03,ExPost,2026-01-03 06:50:00,6,CWLP.AZ,39.15,1.74,-3.63
2026-01-03,ExPost,2026-01-03 06:55:00,6,CWLP.AZ,37.64,0.49,-2.18
2026-01-03,ExPost,2026-01-03 07:00:00,7,CWLP.AZ,39.6,-1.29,-0.77
2026-01-03,ExPost,2026-01-03 07:05:00,7,CWLP.AZ,40.46,-0.29,0.91
2026-01-03,ExPost,2026-01-03 07:10:00,7,CWLP.AZ,30.35,-1.38,-1.91
2026-01-03,ExPost,2026-01-03 07:15:00,7,CWLP.AZ,36.82,-0.64,-3.04
2026-01-03,ExPost,2026-01-03 07:20:00,7,CWLP.AZ,36.83,-1.42,-0.25
2026-01-03,ExPost,2026-01-03 07:25:00,7,CWLP.AZ,35.21,-4.87,-4.67
2026-01-03,ExPost,2026-01-03 07:30:00,7,CWLP.AZ,33.09,3.02,-3.9
2026-01-03,ExPost,2026-01-03 07:35:00,7,CWLP.AZ,37.38,-0.21,-5.42
2026-01-03,ExPost,2026-01-03 07:40:00,7,CWLP.AZ,33.13,-2.88,-3.09
2026-01-03,ExPost,2026-01-03 07:45:00,7,CWLP.AZ,30.46,-0.31,1.47
2026-01-03,ExPost,2026-01-03 07:50:00,7,CWLP.AZ,34.18,-0.24,-0.37
2026-01-03,ExPost,2026-01-03 07:55:00,7,CWLP.AZ,35.46,-1.77,-0.78
2026-01-03,ExPost,2026-01-03 08:00:00,8,CWLP.AZ,38.94,-0.62,1.33
2026-01-03,ExPost,2026-01-03 08:05:00,8,CWLP.AZ,36.02,-1.41,-5.18
2026-01-03,ExPost,2026-01-03 08:10:00,8,CWLP.AZ,35.04,-1.47,-5.42
2026-01-03,ExPost,2026-01-03 08:15:00,8,CWLP.AZ,36.7,-2.4,-1.72
2026-01-03,ExPost,2026-01-03 08:20:00,8,CWLP.AZ,39.07,-2.28,0.1
2026-01-03,ExPost,2026-01-03 08:25:00,8,CWLP.AZ,31.66,-0.59,-4.32
2026-01-03,ExPost,2026-01-03 08:30:00,8,CWLP.AZ,35.72,-3.03,-1.18
2026-01-03,ExPost,2026-01-03 08:35:00,8,CWLP.AZ,36.18,-0.92,-1.73
2026-01-03,ExPost,2026-01-03 08:40:00,8,CWLP.AZ,32.72,0.34,-3.44
2026-01-03,ExPost,2026-01-03 08:45:00,8,CWLP.AZ,33.42,-0.86,-4.44
2026-01-03,ExPost,2026-01-03 08:50:00,8,CWLP.AZ,40.27,1.24,-0.76
2026-01-03,ExPost,2026-01-03 08:55:00,8,CWLP.AZ,36.75,1.03,-5.65
2026-01-03,ExPost,2026-01-03 09:00:00,9,CWLP.AZ,34.98,-0.82,-6.3
2026-01-03,ExPost,2026-01-03 09:05:00,9,CWLP.AZ,37.21,-1.52,-6.77
2026-01-03,ExPost,2026-01-03 09:10:00,9,CWLP.AZ,37.04,0.16,-1.28
2026-01-03,ExPost,2026-01-03 09:15:00,9,CWLP.AZ,35.04,0.32,-3.1
2026-01-03,ExPost,2026-01-03 09:20:00,9,CWLP.AZ,38.56,-0.42,-1.11
2026-01-03,ExPost,2026-01-03 09:25:00,9,CWLP.AZ,39.56,-4.25,0.31
2026-01-03,ExPost,2026-01-03 09:30:00,9,CWLP.AZ,30.61,-1.53,-2.95
2026-01-03,ExPost,2026-01-03 09:35:00,9,CWLP.AZ,34.83,-0.13,-3.45
2026-01-03,ExPost,2026-01-03 09:40:00,9,CWLP.AZ,38.82,-1.11,-4.48
2026-01-03,ExPost,2026-01-03 09:45:00,9,CWLP.AZ,34.31,-2.6,-4.69
2026-01-03,ExPost,2026-01-03 09:50:00,9,CWLP.AZ,34.37,-0.57,-4.06
2026-01-03,ExPost,2026-01-03 09:55:00,9,CWLP.AZ,34.92,0.59,-2.09
2026-01-02,ExPost,2026-01-02 23:00:00,23,CWLP.AZ,38.35,-4.9,-4.76
2026-01-02,ExPost,2026-01-02 23:05:00,23,CWLP.AZ,38.2,-1.1,-1.96
2026-01-02,ExPost,2026-01-02 23:10:00,23,CWLP.AZ,33.97,0.23,1.32
2026-01-02,ExPost,2026-01-02 23:15:00,23,CWLP.AZ,37.7,-0.86,-0.78
2026-01-02,ExPost,2026-01-02 23:20:00,23,CWLP.AZ,37.47,0.42,0.48
2026-01-02,ExPost,2026-01-02 23:25:00,23,CWLP.AZ,37.56,-1.62,-0.36
2026-01-02,ExPost,2026-01-02 23:30:00,23,CWLP.AZ,35.8,-4.37,-5.12
2026-01-02,ExPost,2026-01-02 23:35:00,23,CWLP.AZ,38.1,-4.45,-0.41
2026-01-02,ExPost,2026-01-02 23:40:00,23,CWLP.AZ,39.4,0.67,-0.61
2026-01-02,ExPost,2026-01-02 23:45:00,23,CWLP.AZ,40.99,4.83,-0.46
2026-01-02,ExPost,2026-01-02 23:50:00,23,CWLP.AZ,34.78,-1.11,2.92
2026-01-02,ExPost,2026-01-02 23:55:00,23,CWLP.AZ,35.61,-1.08,-3.14
2026-01-03,ExPost,2026-01-03 00:00:00,0,CWLP.AZ,38.77,-0.14,2.34
2026-01-03,ExPost,2026-01-03 00:05:00,0,CWLP.AZ,35.99,-1.33,-0.66
2026-01-03,ExPost,2026-01-03 00:10:00,0,CWLP.AZ,34.79,-1.66,1.01
2026-01-03,ExPost,2026-01-03 00:15:00,0,CWLP.AZ,33.87,-1.57,-5.16
2026-01-03,ExPost,2026-01-03 00:20:00,0,CWLP.AZ,32.33,3.26,-4.72
2026-01-03,ExPost,2026-01-03 00:25:00,0,CWLP.AZ,35.67,-3.75,-2.1
2026-01-02,ExPost,2026-01-02 23:00:00,23,CWLP.AZ,38.35,-4.9,-4.76
2026-01-02,ExPost,2026-01-02 23:05:00,23,CWLP.AZ,38.2,-1.1,-1.96
2026-01-02,ExPost,2026-01-02 23:10:00,23,CWLP.AZ,33.97,0.23,1.32
2026-01-02,ExPost,2026-01-02 23:15:00,23,CWLP.AZ,37.7,-0.86,-0.78
2026-01-02,ExPost,2026-01-02 23:20:00,23,CWLP.AZ,37.47,0.42,0.48
2026-01-02,ExPost,2026-01-02 23:25:00,23,CWLP.AZ,37.56,-1.62,-0.36
2026-01-02,ExPost,2026-01-02 23:30:00,23,CWLP.AZ,35.8,-4.37,-5.12
2026-01-02,ExPost,2026-01-02 23:35:00,23,CWLP.AZ,38.1,-4.45,-0.41
2026-01-02,ExPost,2026-01-02 23:40:00,23,CWLP.AZ,39.4,0.67,-0.61
2026-01-02,ExPost,2026-01-02 23:45:00,23,CWLP.AZ,40.99,4.83,-0.46
2026-01-02,ExPost,2026-01-02 23:50:00,23,CWLP.AZ,34.78,-1.11,2.92
2026-01-02,ExPost,2026-01-02 23:55:00,23,CWLP.AZ,35.61,-1.08,-3.14
2026-01-03,ExPost,2026-01-03 00:00:00,0,CWLP.AZ,38.77,-0.14,2.34
2026-01-03,ExPost,2026-01-03 00:05:00,0,CWLP.AZ,35.99,-1.33,-0.66
2026-01-03,ExPost,2026-01-03 00:10:00,0,CWLP.AZ,34.79,-1.66,1.01
2026-01-03,ExPost,2026-01-03 00:15:00,0,CWLP.AZ,33.87,-1.57,-5.16
2026-01-03,ExPost,2026-01-03 00:20:00,0,CWLP.AZ,32.33,3.26,-4.72
2026-01-03,ExPost,2026-01-03 00:25:00,0,CWLP.AZ,35.67,-3.75,-2.1
2026-01-03,ExPost,2026-01-03 00:30:00,0,CWLP.AZ,41.23,2.15,-0.54
2026-01-03,ExPost,2026-01-03 00:35:00,0,CWLP.AZ,35.27,-1.21,-2.13
2026-01-03,ExPost,2026-01-03 00:40:00,0,CWLP.AZ,35.18,-1.12,-4.13
2026-01-03,ExPost,2026-01-03 00:45:00,0,CWLP.AZ,38.47,-3.36,0.46
2026-01-03,ExPost,2026-01-03 00:50:00,0,CWLP.AZ,33.47,-0.93,-4.54
2026-01-03,ExPost,2026-01-03 00:55:00,0,CWLP.AZ,32.05,1.95,-0.58
2026-01-03,ExPost,2026-01-03 01:00:00,1,CWLP.AZ,33.35,-1.25,2.2
2026-01-03,ExPost,2026-01-03 01:05:00,1,CWLP.AZ,40.01,-1.92,-1.23
2026-01-03,ExPost,2026-01-03 01:10:00,1,CWLP.AZ,37.15,0.4,-1.15
2026-01-03,ExPost,2026-01-03 01:15:00,1,CWLP.AZ,31.02,-3.59,-5.21
2026-01-03,ExPost,2026-01-03 01:20:00,1,CWLP.AZ,32.3,-2.78,-2.4
2026-01-03,ExPost,2026-01-03 01:25:00,1,CWLP.AZ,34.36,-0.14,-1.97
2026-01-03,ExPost,2026-01-03 01:30:00,1,CWLP.AZ,41.19,-0.86,-1.1
2026-01-03,ExPost,2026-01-03 01:35:00,1,CWLP.AZ,38.76,-2.92,-0.63
2026-01-03,ExPost,2026-01-03 01:40:00,1,CWLP.AZ,37.45,-1.11,-1.93
2026-01-03,ExPost,2026-01-03 01:45:00,1,CWLP.AZ,31.02,-3.99,1.91
2026-01-03,ExPost,2026-01-03 01:50:00,1,CWLP.AZ,35.78,0.58,-0.64
2026-01-03,ExPost,2026-01-03 01:55:00,1,CWLP.AZ,36.65,2.13,-2.4
2026-01-03,ExPost,2026-01-03 02:00:00,2,CWLP.AZ,35.55,-1.51,-1.9
2026-01-03,ExPost,2026-01-03 02:05:00,2,CWLP.AZ,32.89,-2.78,-1.68
2026-01-03,ExPost,2026-01-03 02:10:00,2,CWLP.AZ,33.75,-0.62,-5.14
2026-01-03,ExPost,2026-01-03 02:15:00,2,CWLP.AZ,36.59,2.22,-4.56
2026-01-03,ExPost,2026-01-03 02:20:00,2,CWLP.AZ,34.43,-2.27,-0.15
2026-01-03,ExPost,2026-01-03 02:25:00,2,CWLP.AZ,34.47,1.9,-2.6
2026-01-03,ExPost,2026-01-03 02:30:00,2,CWLP.AZ,31.16,-1.62,-2.22
2026-01-03,ExPost,2026-01-03 02:35:00,2,CWLP.AZ,36.41,-1.78,3.12
2026-01-03,ExPost,2026-01-03 02:40:00,2,CWLP.AZ,35.14,-1.16,-5.76
2026-01-03,ExPost,2026-01-03 02:45:00,2,CWLP.AZ,36.97,-1.33,0.54
2026-01-03,ExPost,2026-01-03 02:50:00,2,CWLP.AZ,30.37,-2.65,-3.46
2026-01-03,ExPost,2026-01-03 02:55:00,2,CWLP.AZ,35.45,0.29,-1.53
2026-01-03,ExPost,2026-01-03 03:00:00,3,CWLP.AZ,32.26,-2.85,2.15
2026-01-03,ExPost,2026-01-03 03:05:00,3,CWLP.AZ,31.95,-5.49,1.0
2026-01-03,ExPost,2026-01-03 03:10:00,3,CWLP.AZ,41.12,2.57,1.34
2026-01-03,ExPost,2026-01-03 03:15:00,3,CWLP.AZ,32.8,2.36,2.82
2026-01-03,ExPost,2026-01-03 03:20:00,3,CWLP.AZ,38.24,-0.98,-0.88
2026-01-03,ExPost,2026-01-03 03:25:00,3,CWLP.AZ,38.56,-0.92,-3.61
2026-01-03,ExPost,2026-01-03 03:30:00,3,CWLP.AZ,34.74,-2.26,-0.72
2026-01-03,ExPost,2026-01-03 03:35:00,3,CWLP.AZ,39.04,-6.35,-0.51
2026-01-03,ExPost,2026-01-03 03:40:00,3,CWLP.AZ,35.77,-0.74,-0.59
2026-01-03,ExPost,2026-01-03 03:45:00,3,CWLP.AZ,31.16,0.33,-3.96
2026-01-03,ExPost,2026-01-03 03:50:00,3,CWLP.AZ,36.16,-4.78,-6.4
2026-01-03,ExPost,2026-01-03 03:55:00,3,CWLP.AZ,29.75,-4.41,-3.58
2026-01-03,ExPost,2026-01-03 04:00:00,4,CWLP.AZ,39.97,-2.24,3.65
2026-01-03,ExPost,2026-01-03 04:05:00,4,CWLP.AZ,39.41,-4.76,-2.29
